designator,catalog,name,period,inclination,apogee,perigee,eccentricity,date,launch,tle1,tle2
2020-001AR,44953,STARLINK-1124,95.64,53.0,551,548,0.0001771,07.01.2020,2-60,1 44953U 20001AR  20094.58334491  .00036571  00000-0  25169-2 0  9997,2 44953  53.0005 330.6454 0001745  83.0314 340.3373 15.05567982 14951
2020-001AS,44954,STARLINK-1066,92.15,53.0,386,374,0.0008728,07.01.2020,2-60,1 44954U 20001AS  20094.58334491  .00128081  00000-0  13816-2 0  9992,2 44954  53.0005 323.1329 0008579 303.5338  30.4556 15.62733881 13706
2020-001AT,44955,STARLINK-1069,92.15,53.0,384,375,0.0006737000000000001,07.01.2020,2-60,1 44955U 20001AT  20094.58334491  .00071621  00000-0  78132-3 0  9993,2 44955  53.0012 323.1374 0006586 329.4355 359.4731 15.62724283 13702
2020-001AU,44956,STARLINK-1070,92.15,53.0,381,379,0.0001273,07.01.2020,2-60,1 44956U 20001AU  20094.58334491  .00046396  00000-0  51001-3 0  9991,2 44956  53.0009 323.1423 0001142  75.0001 255.5808 15.62734028 13764
2020-001AV,44957,STARLINK-1074,92.15,53.0,385,375,0.0007721,07.01.2020,2-60,1 44957U 20001AV  20094.58334491  .00045968  00000-0  50495-3 0  9992,2 44957  53.0005 323.1689 0007567 326.8030 350.2270 15.62725567 13765
2020-001AW,44958,STARLINK-1075,92.14,53.0,380,379,0.0001223,07.01.2020,2-60,1 44958U 20001AW  20094.58334491  .00042227  00000-0  46476-3 0  9992,2 44958  53.0007 323.1612 0001126  68.1820 252.2872 15.62743908  1723
2020-001AX,44959,STARLINK-1076,92.15,53.0,385,375,0.0007457000000000001,07.01.2020,2-60,1 44959U 20001AX  20094.58334491  .00136525  00000-0  14718-2 0  9991,2 44959  53.0004 323.1821 0007255 320.9063 349.3550 15.62728438 13769
2020-001AY,44960,STARLINK-1077,92.14,53.0,381,379,0.00012869999999999998,07.01.2020,2-60,1 44960U 20001AY  20094.58334491  .00037781  00000-0  41698-3 0  9995,2 44960  53.0004 323.1545 0000997  64.7892 257.3736 15.62724666 13766
2020-001AZ,44961,STARLINK-1080,92.14,53.0,381,379,0.0001325,07.01.2020,2-60,1 44961U 20001AZ  20094.58334491  .00042453  00000-0  46716-3 0  9994,2 44961  53.0003 323.1871 0001191  73.9878 232.9250 15.62746411 13763
2020-001BA,44962,STARLINK-1081,92.14,53.0,381,379,0.00015209999999999998,07.01.2020,2-60,1 44962U 20001BA  20094.58334491  .00140120  00000-0  15113-2 0  9991,2 44962  53.0004 323.1341 0001114  66.7321 265.5884 15.62727755  1723
2020-001BB,44963,STARLINK-1085,92.15,53.0,385,375,0.0007673999999999999,07.01.2020,2-60,1 44963U 20001BB  20094.58334491  .00126140  00000-0  13615-2 0  9993,2 44963  53.0007 323.1471 0007493 324.6732   2.5064 15.62735977 14503
2020-001BC,44964,STARLINK-1086,92.14,53.0,381,379,0.00014380000000000003,07.01.2020,2-60,1 44964U 20001BC  20094.58334491  .00044055  00000-0  48446-3 0  9999,2 44964  53.0004 323.1474 0001300  72.8510 252.7420 15.62747032 13768
2020-001BD,44965,STARLINK-1087,92.15,53.0,381,379,0.0001216,07.01.2020,2-60,1 44965U 20001BD  20094.58334491  .00076033  00000-0  82886-3 0  9997,2 44965  53.0004 323.1627 0001221  67.7577 247.5858 15.62739513 14502
2020-001BE,44966,STARLINK-1088,92.14,53.0,381,379,0.0001349,07.01.2020,2-60,1 44966U 20001BE  20094.58334491  .00044604  00000-0  49051-3 0  9994,2 44966  53.0004 323.1748 0001182  61.0604 252.6184 15.62740669 13761
2020-001BF,44967,STARLINK-1089,92.14,53.0,381,379,0.00014480000000000002,07.01.2020,2-60,1 44967U 20001BF  20094.58334491  .00039949  00000-0  44019-3 0  9990,2 44967  53.0002 323.1937 0001292  66.9409 236.5684 15.62739846 13760
2020-001BG,44968,STARLINK-1090,92.15,53.0,381,379,0.0001338,07.01.2020,2-60,1 44968U 20001BG  20094.58334491  .00137947  00000-0  14885-2 0  9995,2 44968  53.0003 323.1910 0001100  73.2318 231.9383 15.62725106 13760
2020-001BH,44969,STARLINK-1092,92.15,53.0,385,374,0.000793,07.01.2020,2-60,1 44969U 20001BH  20094.58334491  .00041200  00000-0  45330-3 0  9992,2 44969  53.0003 323.1846 0007764 328.5374 340.0374 15.62732283 13765
2020-001BJ,44970,STARLINK-1093,92.14,53.0,385,374,0.0008212,07.01.2020,2-60,1 44970U 20001BJ  20094.58334491  .00041612  00000-0  45739-3 0  9994,2 44970  53.0028 323.1648 0008052 329.3617 349.4123 15.62750251 13764
2020-001BK,44971,STARLINK-1095,92.14,53.0,381,379,0.000143,07.01.2020,2-60,1 44971U 20001BK  20094.58334491  .00043967  00000-0  48363-3 0  9996,2 44971  53.0003 323.1543 0001268  65.0828 258.7143 15.62740643 13760
2020-001BL,44972,STARLINK-1107,92.15,53.0,381,379,0.00015319999999999998,07.01.2020,2-60,1 44972U 20001BL  20094.58334491  .00041095  00000-0  45260-3 0  9990,2 44972  53.0004 323.1971 0001390  70.9002 230.8773 15.62738974 13766
2020-001BM,44973,STARLINK-1115,92.15,53.0,385,374,0.0008109,07.01.2020,2-60,1 44973U 20001BM  20094.58334491  .00044373  00000-0  48748-3 0  9997,2 44973  53.0003 323.1769 0007951 325.7281 346.2693 15.62735397 13769
2020-006A,45044,STARLINK-1132,93.3,53.0,438,434,0.00034219999999999997,29.01.2020,3-60,1 45044U 20006A   20094.58334491  .01698045  00000-0  34920-1 0  9999,2 45044  53.0008 273.0650 0002752 119.7366 356.0607 15.42525094 10585
2020-006B,45045,STARLINK-1120,95.75,53.0,556,554,0.0001459,29.01.2020,3-60,1 45045U 20006B   20094.58334491 -.00004263  00000-0 -28593-3 0  9995,2 45045  53.0011 290.3991 0001392  90.2174 302.3322 15.03972359 10348
2020-006C,45046,STARLINK-1129,95.64,53.0,551,549,0.0001488,29.01.2020,3-60,1 45046U 20006C   20094.58334491 -.00018902  00000-0 -12809-2 0  9993,2 45046  52.9958 290.6679 0001374  79.8455 131.8477 15.05598488 10343
2020-006D,45047,STARLINK-1131,95.75,53.0,556,554,0.0001605,29.01.2020,3-60,1 45047U 20006D   20094.58334491 -.00003010  00000-0 -19609-3 0  9994,2 45047  53.0011 290.4000 0001614 104.1810 270.2349 15.03961530  1713
2020-006E,45048,STARLINK-1134,95.65,53.0,551,549,0.0001847,29.01.2020,3-60,1 45048U 20006E   20094.58334491 -.00000975  00000-0 -47731-4 0  9990,2 45048  53.0023 290.6443 0001897  92.5415 101.1115 15.05575196  1718
2020-006F,45049,STARLINK-1135,95.64,53.0,551,548,0.00018530000000000003,29.01.2020,3-60,1 45049U 20006F   20094.58334491 -.00019669  00000-0 -13343-2 0  9991,2 45049  53.0019 290.6456 0001766  90.7635  84.9895 15.05583909 10339
2020-006G,45050,STARLINK-1140,95.64,53.0,551,549,0.0001493,29.01.2020,3-60,1 45050U 20006G   20094.58334491  .00027978  00000-0  19315-2 0  9998,2 45050  53.0007 290.6447 0001450  84.0989  55.5885 15.05584450 10331
2020-006H,45051,STARLINK-1141,95.64,53.0,551,548,0.0001726,29.01.2020,3-60,1 45051U 20006H   20094.58334491  .00050521  00000-0  34623-2 0  9998,2 45051  53.0010 290.6458 0001564  95.2057  62.4917 15.05574509  1713
2020-006J,45052,STARLINK-1148,95.64,53.0,551,549,0.0001483,29.01.2020,3-60,1 45052U 20006J   20094.58334491  .00026487  00000-0  18299-2 0  9994,2 45052  52.9987 290.6574 0001424  86.1398  17.5349 15.05586641 10334
2020-006K,45053,STARLINK-1155,95.75,53.0,556,554,0.00016419999999999998,29.01.2020,3-60,1 45053U 20006K   20094.58334491 -.00001555  00000-0 -91755-4 0  9996,2 45053  53.0020 290.3933 0001661 101.2995  21.2002 15.03970060  1716
2020-006L,45054,STARLINK-1156,95.65,53.0,551,548,0.0002091,29.01.2020,3-60,1 45054U 20006L   20094.58334491  .00024610  00000-0  17024-2 0  9997,2 45054  53.0020 290.6475 0002106 101.7318  19.9226 15.05577366 10334
2020-006M,45055,STARLINK-1157,95.75,53.0,556,554,0.0001758,29.01.2020,3-60,1 45055U 20006M   20094.58334491 -.00002497  00000-0 -15930-3 0  9994,2 45055  53.0017 290.3919 0001765  92.5034  83.9332 15.03967057  1712
2020-006N,45056,STARLINK-1158,95.64,52.99,551,549,0.000164,29.01.2020,3-60,1 45056U 20006N   20094.58334491 -.00001033  00000-0 -51717-4 0  9994,2 45056  52.9936 290.6929 0001606  93.5341 352.0810 15.05588577 10338
2020-006P,45057,STARLINK-1159,95.75,53.0,556,554,0.0001675,29.01.2020,3-60,1 45057U 20006P   20094.58334491  .00006643  00000-0  49544-3 0  9999,2 45057  53.0034 290.3949 0001671  90.5187  67.9745 15.03958106 10343
2020-006Q,45058,STARLINK-1162,95.75,53.0,556,554,0.0001553,29.01.2020,3-60,1 45058U 20006Q   20094.58334491 -.00000979  00000-0 -50425-4 0  9999,2 45058  53.0033 290.3912 0001571  95.3994  99.0950 15.03963883  1714
2020-006R,45059,STARLINK-1165,95.75,53.0,556,554,0.000144,29.01.2020,3-60,1 45059U 20006R   20094.58334491  .00014178  00000-0  10344-2 0  9998,2 45059  53.0033 290.3914 0001408  96.2204 350.2779 15.03941988  1713
2020-006S,45060,STARLINK-1166,95.75,53.0,556,554,0.0001349,29.01.2020,3-60,1 45060U 20006S   20094.58334491  .00012591  00000-0  92078-3 0  9992,2 45060  53.0019 290.3942 0001290  86.5425  17.9365 15.03950468  1717
2020-006T,45061,STARLINK-1169,95.75,53.0,556,554,0.0001608,29.01.2020,3-60,1 45061U 20006T   20094.58334491  .00014033  00000-0  10236-2 0  9991,2 45061  53.0030 290.3945 0001631 109.7887 318.6960 15.03957774 10341
2020-006U,45062,STARLINK-1171,95.75,53.0,556,554,0.000149,29.01.2020,3-60,1 45062U 20006U   20094.58334491  .00008054  00000-0  59642-3 0  9993,2 45062  53.0035 290.3980 0001500  87.4026  53.0729 15.03955448  1718
2020-006V,45063,STARLINK-1178,95.75,53.0,556,554,0.0001301,29.01.2020,3-60,1 45063U 20006V   20094.58334491  .00011615  00000-0  85091-3 0  9998,2 45063  53.0021 290.3940 0001276 100.5044 309.9680 15.03957897  1716
2020-006W,45064,STARLINK-1133,92.78,53.0,412,410,0.000174,29.01.2020,3-60,1 45064U 20006W   20094.58334491  .05192752  00000-0  77142-1 0  9992,2 45064  53.0019 274.0742 0003906  20.8371 312.7433 15.50329870 10570
2020-006X,45065,STARLINK-1139,92.8,53.0,413,410,0.000165,29.01.2020,3-60,1 45065U 20006X   20094.58334491  .05237904  00000-0  78258-1 0  9991,2 45065  53.0007 274.0669 0003764  20.6994 310.4801 15.50127884 10572
2020-006Y,45066,STARLINK-1145,92.92,53.0,419,416,0.0001815,29.01.2020,3-60,1 45066U 20006Y   20094.58334491  .04815161  00000-0  78582-1 0  9998,2 45066  52.9984 274.1034 0003334 342.2193 288.4885 15.47947510 10577
2020-006Z,45067,STARLINK-1150,93.21,53.0,434,429,0.0003041,29.01.2020,3-60,1 45067U 20006Z   20094.58334491  .02171652  00000-0  42323-1 0  9991,2 45067  53.0015 272.9563 0001509 173.0161 350.8124 15.43865968 10599
2020-006AA,45068,STARLINK-1161,92.93,53.0,419,417,0.0001973,29.01.2020,3-60,1 45068U 20006AA  20094.58334491  .04907169  00000-0  80449-1 0  9995,2 45068  52.9988 274.1096 0003381 341.3800 286.0966 15.47735370 10571
2020-006AB,45069,STARLINK-1163,93.37,53.0,442,437,0.0003609,29.01.2020,3-60,1 45069U 20006AB  20094.58334491  .02714397  00000-0  57264-1 0  9992,2 45069  52.9995 272.9803 0003131  88.8212 345.6788 15.41286992 10585
2020-006AC,45070,STARLINK-1164,92.87,53.0,416,414,0.00014450000000000002,29.01.2020,3-60,1 45070U 20006AC  20094.58334491  .04840526  00000-0  76911-1 0  9990,2 45070  52.9983 274.0863 0003557 351.3712 293.0275 15.48700394 10578
2020-006AD,45071,STARLINK-1167,93.32,53.0,440,435,0.00036,29.01.2020,3-60,1 45071U 20006AD  20094.58334491  .02164321  00000-0  44717-1 0  9990,2 45071  52.9999 273.0339 0002903 104.8807 353.7666 15.42133509 10595
2020-006AE,45072,STARLINK-1168,92.86,53.0,416,414,0.000153,29.01.2020,3-60,1 45072U 20006AE  20094.58334491  .05073512  00000-0  79557-1 0  9995,2 45072  52.9986 274.0680 0003466 351.3445 295.9727 15.48879100 10577
2020-006AF,45073,STARLINK-1170,93.61,53.0,452,450,0.0001501,29.01.2020,3-60,1 45073U 20006AF  20094.58334491  .04320245  00000-0  10441+0 0  9998,2 45073  52.9989 272.5725 0002768 326.6064 288.0126 15.36557619 10593
2020-006AG,45074,STARLINK-1172,92.92,53.0,422,413,0.0007134999999999999,29.01.2020,3-60,1 45074U 20006AG  20094.58334491  .05388556  00000-0  86099-1 0  9993,2 45074  52.9989 274.1506 0009403 286.5528 347.3917 15.48079999 10579
2020-006AH,45075,STARLINK-1174,92.81,53.0,413,411,0.0001747,29.01.2020,3-60,1 45075U 20006AH  20094.58334491  .05255364  00000-0  79017-1 0  9996,2 45075  53.0012 274.0778 0003803  18.3986 310.2636 15.49932441 10574
2020-006AJ,45076,STARLINK-1180,92.83,53.0,419,407,0.0008505000000000001,29.01.2020,3-60,1 45076U 20006AJ  20094.58334491  .04975651  00000-0  76454-1 0  9996,2 45076  52.9993 274.0731 0007674 293.9020  29.5836 15.49559235 10578
2020-006AK,45077,STARLINK-1182,92.89,53.0,417,415,0.00015619999999999997,29.01.2020,3-60,1 45077U 20006AK  20094.58334491  .05101701  00000-0  81077-1 0  9992,2 45077  52.9987 274.0943 0004124 330.2348 311.1686 15.48471826 10573
2020-006AL,45078,STARLINK-1177,93.31,53.0,439,434,0.00035800000000000003,29.01.2020,3-60,1 45078U 20006AL  20094.58334491  .01692832  00000-0  34969-1 0  9997,2 45078  52.9999 273.0497 0003026 112.6333 353.4957 15.42400634 10243
2020-006AM,45079,STARLINK-1149,93.67,53.0,456,452,0.0002776,29.01.2020,3-60,1 45079U 20006AM  20094.58334491  .02723642  00000-0  68227-1 0  9997,2 45079  52.9990 272.7235 0001220 232.9168 321.1958 15.35962432 10241
2020-006AN,45080,STARLINK-1153,92.84,53.0,415,413,0.0001592,29.01.2020,3-60,1 45080U 20006AN  20094.58334491  .05204637  00000-0  79977-1 0  9994,2 45080  52.9982 274.0890 0003549  15.7276 305.0546 15.49349803 10227
2020-006AP,45081,STARLINK-1151,92.77,53.0,414,406,0.0005532,29.01.2020,3-60,1 45081U 20006AP  20094.58334491  .04958948  00000-0  73633-1 0  9998,2 45081  52.9990 274.0450 0003655  25.4494 310.5040 15.50540487 10578
2020-006AQ,45082,STARLINK-1160,92.94,53.0,420,417,0.0001968,29.01.2020,3-60,1 45082U 20006AQ  20094.58334491  .05088986  00000-0  83578-1 0  9995,2 45082  52.9989 274.1283 0003299 337.5352 286.6590 15.47524605 10579
2020-006AR,45083,STARLINK-1190,95.75,53.0,556,554,0.0001605,29.01.2020,3-60,1 45083U 20006AR  20094.58334491 -.00003357  00000-0 -22102-3 0  9990,2 45083  53.0003 290.3980 0001617 102.2612 254.1685 15.03959419 10348
2020-006AS,45084,STARLINK-1173,92.15,53.0,381,379,0.0001384,29.01.2020,3-60,1 45084U 20006AS  20094.58334491 -.00018694  00000-0 -19866-3 0  9994,2 45084  53.0011 272.2525 0001332  63.0499  45.8404 15.62768520  1736
2020-006AT,45085,STARLINK-1179,92.15,53.0,381,379,0.00012690000000000002,29.01.2020,3-60,1 45085U 20006AT  20094.58334491 -.00021803  00000-0 -23268-3 0  9992,2 45085  53.0026 271.4819 0001204  56.3923  64.3853 15.62778378  1731
2020-006AU,45086,STARLINK-1181,92.15,53.0,381,379,0.000135,29.01.2020,3-60,1 45086U 20006AU  20094.58334491 -.00023219  00000-0 -24842-3 0  9995,2 45086  53.0012 273.7972 0001225  67.5207  12.5737 15.62756780  1733
2020-006AV,45087,STARLINK-1185,92.15,53.0,381,379,0.000131,29.01.2020,3-60,1 45087U 20006AV  20094.58334491 -.00017417  00000-0 -18459-3 0  9996,2 45087  53.0006 273.8046 0001235  61.6547  13.3547 15.62779486  1739
2020-006AW,45088,STARLINK-1183,92.15,53.0,381,379,0.0001346,29.01.2020,3-60,1 45088U 20006AW  20094.58334491 -.00016825  00000-0 -17820-3 0  9990,2 45088  53.0009 273.7928 0001293  66.9337  14.7822 15.62764636  1732
2020-006AX,45089,STARLINK-1136,92.15,53.0,381,379,0.00014330000000000001,29.01.2020,3-60,1 45089U 20006AX  20094.58334491 -.00020378  00000-0 -21719-3 0  9991,2 45089  53.0010 272.2563 0001375  61.4707  45.7231 15.62761689  1739
2020-006AY,45090,STARLINK-1176,92.15,53.0,381,379,0.000146,29.01.2020,3-60,1 45090U 20006AY  20094.58334491 -.00006783  00000-0 -68302-4 0  9997,2 45090  53.0024 271.4843 0001297  60.2040  58.9015 15.62751748  1739
2020-006AZ,45091,STARLINK-1127,92.15,53.0,381,379,0.0001381,29.01.2020,3-60,1 45091U 20006AZ  20094.58334491 -.00018161  00000-0 -19283-3 0  9994,2 45091  53.0007 273.8340 0001301  65.2795 356.1535 15.62767267  1730
2020-006BA,45092,STARLINK-1137,92.15,53.0,381,379,0.0001336,29.01.2020,3-60,1 45092U 20006BA  20094.58334491 -.00016218  00000-0 -17162-3 0  9990,2 45092  53.0005 273.8255 0001142  66.3526 358.4795 15.62754538  1731
2020-006BB,45093,STARLINK-1142,92.15,53.0,384,375,0.0006600999999999999,29.01.2020,3-60,1 45093U 20006BB  20094.58334491  .00051837  00000-0  56723-3 0  9991,2 45093  53.0007 273.8302 0006402 328.8034  94.2689 15.62782101 10588
2020-006BC,45094,STARLINK-1146,92.15,53.0,381,379,0.0001473,29.01.2020,3-60,1 45094U 20006BC  20094.58334491 -.00016686  00000-0 -17662-3 0  9996,2 45094  53.0008 273.8168 0001429  72.5457 357.3126 15.62772022  1733
2020-006BD,45095,STARLINK-1147,92.15,53.0,381,379,0.0001359,29.01.2020,3-60,1 45095U 20006BD  20094.58334491 -.00017015  00000-0 -18029-3 0  9992,2 45095  53.0007 273.8131 0001320  75.6156 355.9440 15.62764026  1731
2020-006BE,45096,STARLINK-1152,92.15,53.0,381,379,0.000125,29.01.2020,3-60,1 45096U 20006BE  20094.58334491 -.00017118  00000-0 -18129-3 0  9998,2 45096  53.0010 273.8218 0001179  66.7721   1.4666 15.62782111  1731
2020-006BF,45097,STARLINK-1175,92.15,53.0,385,375,0.0007593,29.01.2020,3-60,1 45097U 20006BF  20094.58334491  .00049796  00000-0  54526-3 0  9995,2 45097  53.0005 273.8078 0007371 328.7637 104.5218 15.62774120  1736
2020-006BG,45098,STARLINK-1184,92.15,53.0,381,379,0.00013730000000000003,29.01.2020,3-60,1 45098U 20006BG  20094.58334491  .00079387  00000-0  86366-3 0  9992,2 45098  53.0004 273.8346 0001142  63.7694 355.9085 15.62773723  8787
2020-006BH,45099,STARLINK-1186,92.15,53.0,383,376,0.0005442,29.01.2020,3-60,1 45099U 20006BH  20094.58334491  .00058016  00000-0  63416-3 0  9990,2 45099  53.0028 273.8007 0005269 326.1528 110.5393 15.62769745 10581
2020-006BJ,45100,STARLINK-1193,92.15,53.0,386,374,0.0008389,29.01.2020,3-60,1 45100U 20006BJ  20094.58334491 -.00015805  00000-0 -16663-3 0  9996,2 45100  53.0010 273.8426 0008194 326.5758  91.4614 15.62764629  1735
2020-006BK,45101,STARLINK-1194,92.15,53.0,381,379,0.0001353,29.01.2020,3-60,1 45101U 20006BK  20094.58334491 -.00016316  00000-0 -17264-3 0  9993,2 45101  53.0006 273.8429 0001256  63.6565 352.6593 15.62762990 10581
2020-006BL,45102,STARLINK-1195,92.15,53.0,385,374,0.0008468,29.01.2020,3-60,1 45102U 20006BL  20094.58334491 -.00008076  00000-0 -82205-4 0  9996,2 45102  53.0008 273.8235 0008247 329.1972  97.3446 15.62752511  1733
2020-006BM,45103,STARLINK-1196,92.15,53.0,381,379,0.00011100000000000001,29.01.2020,3-60,1 45103U 20006BM  20094.58334491  .00011208  00000-0  12791-3 0  9998,2 45103  53.0005 273.7971 0001171  71.0675   7.3321 15.62785196  1737
2020-012A,45178,STARLINK-1138,95.65,53.0,551,549,0.00016130000000000002,17.02.2020,4-60,1 45178U 20012A   20094.58334491 -.00010594  00000-0 -70905-3 0  9997,2 45178  52.9972  50.6565 0001534  76.8019 320.0665 15.05576365  1716
2020-012B,45179,STARLINK-1143,95.64,52.99,550,549,0.00010449999999999999,17.02.2020,4-60,1 45179U 20012B   20094.58334491 -.00030192  00000-0 -20618-2 0  9999,2 45179  52.9832  50.7400 0001244  62.7721 316.2440 15.05579952  7723
2020-012C,45180,STARLINK-1192,95.65,53.0,551,549,0.00016369999999999997,17.02.2020,4-60,1 45180U 20012C   20094.58334491  .00371301  00000-0  24222-1 0  9993,2 45180  52.9991  50.6457 0001534  81.2309 351.6426 15.05527544  7729
2020-012D,45181,STARLINK-1200,95.65,53.0,551,549,0.0001626,17.02.2020,4-60,1 45181U 20012D   20094.58334491  .00288505  00000-0  19049-1 0  9998,2 45181  52.9998  50.6454 0001444  72.7768  18.1333 15.05528888  7722
2020-012E,45182,STARLINK-1201,92.55,53.0,404,395,0.0006567999999999999,17.02.2020,4-60,1 45182U 20012E   20094.58334491 -.00020559  00000-0 -28429-3 0  9998,2 45182  53.0015  41.9735 0006689 314.3911 232.9995 15.55949256  7856
2020-012F,45183,STARLINK-1202,95.64,53.0,551,548,0.00017649999999999998,17.02.2020,4-60,1 45183U 20012F   20094.58334491 -.00030765  00000-0 -21000-2 0  9996,2 45183  53.0005  50.6408 0001550  75.9888 194.8591 15.05604878  7733
2020-012G,45184,STARLINK-1205,92.15,53.0,381,379,0.00010609999999999999,17.02.2020,4-60,1 45184U 20012G   20094.58334491 -.00012218  00000-0 -12785-3 0  9991,2 45184  52.9999  41.2972 0000873  11.2429 154.8316 15.62744870  1721
2020-012H,45185,STARLINK-1216,95.65,53.0,551,549,0.00012890000000000002,17.02.2020,4-60,1 45185U 20012H   20094.58334491 -.00031508  00000-0 -21526-2 0  9997,2 45185  53.0016  50.6354 0001196  60.0764 246.7721 15.05585571  1702
2020-012J,45186,STARLINK-1224,95.64,53.0,551,549,0.0001564,17.02.2020,4-60,1 45186U 20012J   20094.58334491 -.00029398  00000-0 -20053-2 0  9996,2 45186  52.9971  50.6461 0001468  66.1457 150.6006 15.05607644  1714
2020-012K,45187,STARLINK-1225,95.64,53.0,551,548,0.000181,17.02.2020,4-60,1 45187U 20012K   20094.58334491 -.00028814  00000-0 -19662-2 0  9993,2 45187  52.9974  50.6461 0001697  69.8195 129.0747 15.05583993  7483
2020-012L,45188,STARLINK-1228,91.33,53.0,345,335,0.0007957000000000001,17.02.2020,4-60,1 45188U 20012L   20094.58334491  .00003718  00000-0  26804-4 0  9996,2 45188  53.0000  36.8601 0007969 284.1156 237.9835 15.76660930  1739
2020-012M,45189,STARLINK-1230,95.65,53.0,551,549,0.0001732,17.02.2020,4-60,1 45189U 20012M   20094.58334491 -.00006031  00000-0 -39508-3 0  9994,2 45189  52.9994  50.6467 0001634  68.1815 112.6763 15.05583500  1715
2020-012N,45190,STARLINK-1234,91.88,53.0,367,366,7.59e-05,17.02.2020,4-60,1 45190U 20012N   20094.58334491 -.00002392  00000-0 -16656-4 0  9992,2 45190  53.0009  37.5957 0000717  81.7106  88.2174 15.67257540  7584
2020-012P,45191,STARLINK-1236,95.64,53.0,551,548,0.0001936,17.02.2020,4-60,1 45191U 20012P   20094.58334491 -.00021443  00000-0 -14554-2 0  9994,2 45191  52.9980  50.6461 0001820  70.0192  74.6875 15.05617681  1713
2020-012Q,45192,STARLINK-1237,95.64,53.0,551,549,0.00016680000000000002,17.02.2020,4-60,1 45192U 20012Q   20094.58334491 -.00031273  00000-0 -21344-2 0  9992,2 45192  52.9999  50.6416 0001584  72.0860 216.7092 15.05618269  1707
2020-012R,45193,STARLINK-1239,95.64,53.0,551,549,0.00013700000000000002,17.02.2020,4-60,1 45193U 20012R   20094.58334491 -.00030941  00000-0 -21112-2 0  9997,2 45193  52.9989  50.6322 0001434  67.3701 275.4662 15.05623232  7446
2020-012S,45194,STARLINK-1240,95.64,53.0,551,549,0.0001517,17.02.2020,4-60,1 45194U 20012S   20094.58334491 -.00031077  00000-0 -21216-2 0  9994,2 45194  53.0000  50.6349 0001432  66.2188 258.6565 15.05605026  1706
2020-012T,45195,STARLINK-1241,95.64,53.0,550,549,0.0001044,17.02.2020,4-60,1 45195U 20012T   20094.58334491  .00020810  00000-0  14424-2 0  9999,2 45195  53.0015  50.6120 0000938  55.8795 304.9887 15.05599745  1711
2020-012U,45196,STARLINK-1244,95.64,53.0,551,548,0.0001838,17.02.2020,4-60,1 45196U 20012U   20094.58334491 -.00029761  00000-0 -20303-2 0  9999,2 45196  52.9956  50.6558 0001754  72.9283 341.9461 15.05609076  1716
