designator,catalog,name,period,inclination,apogee,perigee,eccentricity,date,launch,tle1,tle2
2020-012V,45197,STARLINK-1269,95.65,53.0,551,549,0.0001484,17.02.2020,4-60,1 45197U 20012V   20094.58334491 -.00012446  00000-0 -83659-3 0  9996,2 45197  52.9975  50.6456 0001382  63.1570  45.7260 15.05576761  1713
2020-012W,45198,STARLINK-1154,92.14,53.0,381,379,0.0001272,17.02.2020,4-60,1 45198U 20012W   20094.58334491 -.00014592  00000-0 -15388-3 0  9995,2 45198  52.9997  41.2349 0001148  64.4239 136.2459 15.62741033  7565
2020-012X,45199,STARLINK-1197,92.15,53.0,381,379,0.0001464,17.02.2020,4-60,1 45199U 20012X   20094.58334491 -.00018648  00000-0 -19824-3 0  9991,2 45199  52.9998  41.2430 0001453  70.9749 126.2940 15.62757716  7564
2020-012Y,45200,STARLINK-1198,92.15,53.0,381,379,0.000172,17.02.2020,4-60,1 45200U 20012Y   20094.58334491  .00002208  00000-0  29957-4 0  9996,2 45200  52.9988  41.2493 0001583  62.4341 131.4392 15.62746379  1727
2020-012Z,45201,STARLINK-1199,92.15,53.0,385,374,0.0008210000000000001,17.02.2020,4-60,1 45201U 20012Z   20094.58334491 -.00015723  00000-0 -16580-3 0  9992,2 45201  52.9970  41.2671 0008318 321.9619 222.7808 15.62753828  7562
2020-012AA,45202,STARLINK-1203,95.57,53.0,547,545,0.0001202,17.02.2020,4-60,1 45202U 20012AA  20094.58334491  .03398260  00000-0  20490+0 0  9995,2 45202  52.9992  49.2588 0000865 265.4270   0.4002 15.06215042  7483
2020-012AB,45203,STARLINK-1204,92.15,53.0,381,379,0.00013000000000000002,17.02.2020,4-60,1 45203U 20012AB  20094.58334491 -.00015969  00000-0 -16892-3 0  9992,2 45203  52.9994  41.3082 0001307  63.0170 101.3927 15.62749680  1721
2020-012AC,45204,STARLINK-1206,92.14,53.0,381,379,0.00015019999999999996,17.02.2020,4-60,1 45204U 20012AC  20094.58334491 -.00019286  00000-0 -20517-3 0  9998,2 45204  52.9999  41.1816 0001498  62.7754 163.2812 15.62765383  7561
2020-012AD,45205,STARLINK-1208,92.15,53.0,386,374,0.000872,17.02.2020,4-60,1 45205U 20012AD  20094.58334491 -.00020437  00000-0 -21738-3 0  9995,2 45205  52.9998  41.2213 0008613 325.7460 241.6582 15.62753252  1724
2020-012AE,45206,STARLINK-1209,91.61,53.0,354,352,0.00016659999999999998,17.02.2020,4-60,1 45206U 20012AE  20094.58334491  .00006583  00000-0  53895-4 0  9990,2 45206  53.0024  36.9456 0001582  91.6284  35.6982 15.71995660  1735
2020-012AF,45207,STARLINK-1210,92.15,53.0,386,374,0.0008441000000000001,17.02.2020,4-60,1 45207U 20012AF  20094.58334491 -.00017000  00000-0 -17980-3 0  9993,2 45207  52.9968  41.2739 0008329 325.1877 216.1641 15.62749915  1720
2020-012AG,45208,STARLINK-1211,92.14,53.0,385,375,0.000729,17.02.2020,4-60,1 45208U 20012AG  20094.58334491 -.00019551  00000-0 -20782-3 0  9991,2 45208  52.9984  41.2871 0007140 323.6357 210.9195 15.62754500  7562
2020-012AH,45209,STARLINK-1218,92.15,53.0,381,379,0.000135,17.02.2020,4-60,1 45209U 20012AH  20094.58334491 -.00019405  00000-0 -20656-3 0  9990,2 45209  52.9995  41.1940 0001338  66.3698 154.5841 15.62755820  7560
2020-012AJ,45210,STARLINK-1219,92.15,53.0,386,374,0.0008552,17.02.2020,4-60,1 45210U 20012AJ  20094.58334491 -.00015672  00000-0 -16526-3 0  9995,2 45210  52.9968  41.2793 0008397 318.6877 219.2711 15.62749490  7564
2020-012AL,45212,STARLINK-1231,92.15,53.0,381,379,0.0001353,17.02.2020,4-60,1 45212U 20012AL  20094.58334491 -.00020088  00000-0 -21411-3 0  9993,2 45212  52.9975  41.2073 0001347  63.3966 150.7319 15.62749796  7579
2020-012AM,45213,STARLINK-1232,92.15,53.0,381,379,0.00015460000000000002,17.02.2020,4-60,1 45213U 20012AM  20094.58334491 -.00019279  00000-0 -20531-3 0  9996,2 45213  52.9974  41.2138 0001417  59.2343 151.5515 15.62739864  1725
2020-012AN,45214,STARLINK-1233,92.14,53.0,385,374,0.0008276,17.02.2020,4-60,1 45214U 20012AN  20094.58334491 -.00020201  00000-0 -21472-3 0  9999,2 45214  52.9975  41.1693 0008420 324.6390 266.4844 15.62764832  7566
2020-012AP,45215,STARLINK-1245,92.14,53.0,381,379,0.00013330000000000001,17.02.2020,4-60,1 45215U 20012AP  20094.58334491 -.00016701  00000-0 -17684-3 0  9990,2 45215  52.9967  41.2939 0001360  55.5710 115.6286 15.62764412  7563
2020-012AQ,45216,STARLINK-1254,92.15,53.0,385,374,0.0008362,17.02.2020,4-60,1 45216U 20012AQ  20094.58334491 -.00020355  00000-0 -21668-3 0  9998,2 45216  52.9997  41.1995 0008242 326.4764 251.1159 15.62735586  1720
2020-012AR,45217,STARLINK-1271,92.15,53.0,381,378,0.00018419999999999998,17.02.2020,4-60,1 45217U 20012AR  20094.58334491 -.00019664  00000-0 -20936-3 0  9997,2 45217  52.9973  41.2265 0001973 349.8296 214.1810 15.62757990  7563
2020-012AS,45218,STARLINK-1105,92.15,53.0,385,374,0.000816,17.02.2020,4-60,1 45218U 20012AS  20094.58334491 -.00020266  00000-0 -21552-3 0  9993,2 45218  52.9975  41.1773 0008304 322.7666 264.9578 15.62756399  7561
2020-012AT,45219,STARLINK-1187,92.18,53.0,386,377,0.000634,17.02.2020,4-60,1 45219U 20012AT  20094.58334491 -.00014924  00000-0 -16138-3 0  9992,2 45219  52.9979  39.7731 0006405 290.4570 259.3712 15.62090251  7586
2020-012AU,45220,STARLINK-1188,92.14,53.0,381,379,0.00012849999999999998,17.02.2020,4-60,1 45220U 20012AU  20094.58334491 -.00018834  00000-0 -20022-3 0  9995,2 45220  52.9971  41.2510 0001285  67.2396 124.9267 15.62765674  7568
2020-012AV,45221,STARLINK-1189,92.15,53.0,381,379,0.0001381,17.02.2020,4-60,1 45221U 20012AV  20094.58334491 -.00019290  00000-0 -20516-3 0  9991,2 45221  52.9997  41.2432 0001260  68.2623 127.2263 15.62774086  1728
2020-012AW,45222,STARLINK-1191,92.15,53.0,385,375,0.0007491,17.02.2020,4-60,1 45222U 20012AW  20094.58334491 -.00017750  00000-0 -18805-3 0  9999,2 45222  52.9987  41.2675 0007388 321.6263 221.3995 15.62756303  1720
2020-012AX,45223,STARLINK-1212,92.15,53.0,383,376,0.0005246000000000001,17.02.2020,4-60,1 45223U 20012AX  20094.58334491 -.00020019  00000-0 -21322-3 0  9990,2 45223  52.9998  41.1758 0005113 335.0505 254.4235 15.62741983  1728
2020-012AY,45224,STARLINK-1214,92.15,53.0,385,375,0.0007171,17.02.2020,4-60,1 45224U 20012AY  20094.58334491 -.00016731  00000-0 -17696-3 0  9996,2 45224  52.9967  41.2885 0007069 320.9542 211.8869 15.62750206  1721
2020-012AZ,45225,STARLINK-1215,92.15,53.0,381,379,0.00014169999999999997,17.02.2020,4-60,1 45225U 20012AZ  20094.58334491 -.00020279  00000-0 -21622-3 0  9993,2 45225  52.9996  41.2027 0001281  58.2389 157.6317 15.62747639  1723
2020-012BA,45226,STARLINK-1217,92.15,53.0,381,379,0.0001524,17.02.2020,4-60,1 45226U 20012BA  20094.58334491 -.00007140  00000-0 -72212-4 0  9998,2 45226  52.9973  41.2144 0001282  22.0236 187.0677 15.62750954  7535
2020-012BB,45227,STARLINK-1221,92.15,53.0,383,376,0.0005168999999999999,17.02.2020,4-60,1 45227U 20012BB  20094.58334491 -.00018043  00000-0 -19143-3 0  9996,2 45227  52.9970  41.2785 0005162 288.2331 251.4739 15.62756574  1721
2020-012BC,45228,STARLINK-1222,92.14,53.0,384,375,0.0006286000000000001,17.02.2020,4-60,1 45228U 20012BC  20094.58334491 -.00017387  00000-0 -18412-3 0  9995,2 45228  52.9965  41.2834 0006385 313.7287 222.5269 15.62762076  7573
2020-012BD,45229,STARLINK-1226,92.14,53.0,381,378,0.00020869999999999998,17.02.2020,4-60,1 45229U 20012BD  20094.58334491 -.00018854  00000-0 -20039-3 0  9994,2 45229  52.9997  41.1966 0002230 339.8559 239.4564 15.62767997  7561
2020-012BE,45230,STARLINK-1227,92.15,53.0,385,374,0.0008193999999999999,17.02.2020,4-60,1 45230U 20012BE  20094.58334491 -.00020373  00000-0 -21669-3 0  9995,2 45230  52.9998  41.1877 0008334 326.1651 256.5447 15.62756217  7561
2020-012BF,45231,STARLINK-1229,92.15,53.0,381,379,0.0001662,17.02.2020,4-60,1 45231U 20012BF  20094.58334491 -.00018307  00000-0 -19462-3 0  9998,2 45231  52.9973  41.2229 0001519  55.0294 150.7653 15.62741168  1721
2020-012BG,45232,STARLINK-1235,92.14,53.0,384,375,0.0006223,17.02.2020,4-60,1 45232U 20012BG  20094.58334491  .00000196  00000-0  80425-5 0  9993,2 45232  52.9990  38.2861 0006355 294.4261 256.9961 15.62731767  7591
2020-012BH,45233,STARLINK-1238,92.15,53.0,385,374,0.0008169000000000001,17.02.2020,4-60,1 45233U 20012BH  20094.58334491 -.00013362  00000-0 -13998-3 0  9994,2 45233  52.9966  41.2992 0008083 315.5331 213.9376 15.62755333  1724
2020-012BJ,45234,STARLINK-1243,95.64,53.0,550,549,9.259999999999999e-05,17.02.2020,4-60,1 45234U 20012BJ  20094.58334491  .00139687  00000-0  94199-2 0  9993,2 45234  52.9970  50.6465 0001040  59.4759 103.4163 15.05572010  7463
2020-012BK,45235,STARLINK-1246,95.64,53.0,551,549,0.000152,17.02.2020,4-60,1 45235U 20012BK  20094.58334491 -.00020686  00000-0 -14039-2 0  9999,2 45235  52.9993  50.6445 0001424  66.9585 167.9775 15.05601441  1710
2020-012BL,45236,STARLINK-1247,92.15,53.0,381,379,0.00012849999999999998,17.02.2020,4-60,1 45236U 20012BL  20094.58334491 -.00018404  00000-0 -19561-3 0  9991,2 45236  53.0002  41.1849 0001170  63.0846 161.3001 15.62753037  1726
2020-012BM,45237,STARLINK-1270,92.15,53.0,381,379,0.00015519999999999998,17.02.2020,4-60,1 45237U 20012BM  20094.58334491 -.00018982  00000-0 -20194-3 0  9997,2 45237  52.9996  41.2296 0001434  65.6278 136.6893 15.62753298  1727
2020-019A,45360,STARLINK-1279,90.93,53.0,340,300,0.0029399,18.03.2020,5-60,1 45360U 20019A   20093.66668981 -.00056390  00000-0 -24057-3 0  9990,2 45360  53.0015 179.8851 0029399 103.0770 181.0055 15.83633789  3054
2020-019B,45361,STARLINK-1301,90.81,53.0,336,292,0.0032609,18.03.2020,5-60,1 45361U 20019B   20093.66668981 -.00007940  10959-4 -17197-4 0  9994,2 45361  53.0016 179.7574 0032609 102.7911 242.1440 15.85788995  3057
2020-019C,45362,STARLINK-1306,91.68,53.0,358,356,0.0001139,18.03.2020,5-60,1 45362U 20019C   20093.66668981 -.00018241  00000-0 -14022-3 0  9996,2 45362  53.0020 180.7699 0001139  71.5043 147.3532 15.70668775  3040
2020-019D,45363,STARLINK-1311,91.44,53.0,349,341,0.0005829,18.03.2020,5-60,1 45363U 20019D   20093.58334491 -.00123252  00000-0 -82634-3 0  9997,2 45363  53.0002 180.9227 0005829 107.9686 124.2314 15.74792084  3033
2020-019E,45364,STARLINK-1313,90.93,53.0,336,304,0.002395,18.03.2020,5-60,1 45364U 20019E   20093.66668981 -.00029869  00000-0 -12667-3 0  9999,2 45364  53.0015 179.7804 0023950 103.5988 230.1566 15.83680819  3057
2020-019F,45365,STARLINK-1317,90.93,53.0,335,306,0.0022007,18.03.2020,5-60,1 45365U 20019F   20093.66668981 -.00049344  00000-0 -21374-3 0  9995,2 45365  53.0012 179.8299 0022007 103.2102 207.0088 15.83582610  3042
2020-019G,45366,STARLINK-1262,91.91,53.0,369,368,0.00010390000000000002,18.03.2020,5-60,1 45366U 20019G   20093.66668981 -.00052684  00000-0 -48930-3 0  9994,2 45366  53.0029 181.2082 0001039 113.1260 260.2567 15.66720746  3032
2020-019H,45367,STARLINK-1273,91.95,53.0,371,370,0.0001085,18.03.2020,5-60,1 45367U 20019H   20093.66668981 -.00048941  00000-0 -46677-3 0  9992,2 45367  53.0030 181.2475 0001085 109.0858 229.3955 15.66032787  3037
2020-019J,45368,STARLINK-1276,91.9,53.0,368,367,0.0001182,18.03.2020,5-60,1 45368U 20019J   20093.66668981 -.00049480  00000-0 -45473-3 0  9995,2 45368  53.0027 181.1822 0001182 127.7992 256.9671 15.66952596  3033
2020-019K,45369,STARLINK-1277,91.89,53.0,368,366,0.00012309999999999998,18.03.2020,5-60,1 45369U 20019K   20093.58334491  .00365097  00000-0  32023-2 0  9992,2 45369  53.0017 181.5807 0001231 105.1856 174.8077 15.67175842  3023
2020-019L,45370,STARLINK-1281,92.0,53.0,373,372,0.00011640000000000001,18.03.2020,5-60,1 45370U 20019L   20093.58334491  .00558100  00000-0  51694-2 0  9998,2 45370  53.0024 181.7620 0001164  54.0089 127.1041 15.65203433  3021
2020-019M,45371,STARLINK-1287,91.92,53.0,370,368,0.0001135,18.03.2020,5-60,1 45371U 20019M   20093.58334491 -.00074568  00000-0 -70138-3 0  9997,2 45371  52.9989 181.6576 0001135  79.7551 165.8627 15.66551311  3026
2020-019N,45372,STARLINK-1288,91.96,53.0,371,370,0.00010520000000000001,18.03.2020,5-60,1 45372U 20019N   20093.66668981 -.00048925  00000-0 -46888-3 0  9994,2 45372  53.0029 181.2590 0001052  97.8858 235.0435 15.65912862  3034
2020-019P,45373,STARLINK-1295,91.92,53.0,370,368,0.0001176,18.03.2020,5-60,1 45373U 20019P   20093.58334491  .00524215  00000-0  46167-2 0  9990,2 45373  53.0023 181.6382 0001176  91.8468 159.7472 15.66574464  3025
2020-019Q,45374,STARLINK-1300,91.92,53.0,369,368,0.00010369999999999999,18.03.2020,5-60,1 45374U 20019Q   20093.66668981 -.00053231  00000-0 -49687-3 0  9992,2 45374  53.0028 181.2151 0001037 112.6094 255.2705 15.66601078  3038
2020-019R,45375,STARLINK-1302,91.95,53.0,371,369,0.0001223,18.03.2020,5-60,1 45375U 20019R   20093.66668981 -.00050176  00000-0 -47658-3 0  9994,2 45375  53.0022 181.2506 0001223 125.9438 218.5403 15.66145326  3039
2020-019S,45376,STARLINK-1304,91.95,53.0,371,369,0.0001506,18.03.2020,5-60,1 45376U 20019S   20093.41667824  .00124464  00000-0  11789-2 0  9998,2 45376  52.9986 182.5302 0001506  61.3247 283.2624 15.66075019  2999
2020-019T,45377,STARLINK-1305,91.91,53.0,369,367,0.00010229999999999999,18.03.2020,5-60,1 45377U 20019T   20093.66668981 -.00049989  00000-0 -46173-3 0  9997,2 45377  53.0029 181.1961 0001023 110.0419 269.3271 15.66833089  3031
2020-019U,45378,STARLINK-1310,91.88,53.0,367,366,0.0001041,18.03.2020,5-60,1 45378U 20019U   20093.66668981 -.00071723  00000-0 -65424-3 0  9999,2 45378  53.0012 181.1405 0001041 220.0825 181.5079 15.67290619  3049
2020-019V,45379,STARLINK-1319,91.88,53.0,368,366,0.00010070000000000001,18.03.2020,5-60,1 45379U 20019V   20093.66668981 -.00032451  00000-0 -29300-3 0  9998,2 45379  53.0005 181.1582 0001007 100.5035 295.7332 15.67186631  3043
2020-019W,45380,STARLINK-1207,91.42,53.0,352,336,0.0011833,18.03.2020,5-60,1 45380U 20019W   20093.66668981 -.00007336  00000-0 -43673-4 0  9994,2 45380  53.0030 180.4305 0011833 105.5563 277.2869 15.75087031  3040
2020-019X,45381,STARLINK-1258,91.43,53.0,353,337,0.0011887,18.03.2020,5-60,1 45381U 20019X   20093.66668981 -.00021581  00000-0 -13814-3 0  9996,2 45381  53.0029 180.4437 0011887 105.5629 270.2324 15.74912391  3041
2020-019Y,45382,STARLINK-1264,91.41,53.0,352,336,0.0012308,18.03.2020,5-60,1 45382U 20019Y   20093.66668981  .00007412  00000-0  52332-4 0  9991,2 45382  53.0031 180.4166 0012308 105.1073 284.2875 15.75252372  2864
2020-019Z,45383,STARLINK-1266,91.43,53.0,352,337,0.0011584000000000002,18.03.2020,5-60,1 45383U 20019Z   20093.66668981 -.00012132  00000-0 -75352-4 0  9996,2 45383  53.0021 180.4343 0011584 105.5652 274.9424 15.75013951  3048
2020-019AA,45384,STARLINK-1267,91.42,53.0,352,336,0.0011772,18.03.2020,5-60,1 45384U 20019AA  20093.66668981 -.00003476  00000-0 -18316-4 0  9995,2 45384  53.0031 180.4229 0011772 105.8697 281.2099 15.75201244  3047
2020-019AB,45385,STARLINK-1268,91.46,53.0,354,339,0.0010815999999999998,18.03.2020,5-60,1 45385U 20019AB  20093.58334491  .00151265  00000-0  10061-2 0  9998,2 45385  53.0010 180.9085 0010816 106.3891 132.2717 15.74400920  3032
2020-019AC,45386,STARLINK-1272,91.42,53.0,353,335,0.0013125,18.03.2020,5-60,1 45386U 20019AC  20093.66668981 -.00002995  00000-0 -15179-4 0  9996,2 45386  53.0021 180.4246 0013125 105.1558 279.5652 15.75158769  3048
2020-019AD,45387,STARLINK-1274,91.43,53.0,353,337,0.0011727,18.03.2020,5-60,1 45387U 20019AD  20093.58334491  .00058420  00000-0  38676-3 0  9992,2 45387  53.0021 180.8685 0011727 105.4540 153.1283 15.74898828  3032
2020-019AE,45388,STARLINK-1280,91.46,53.0,352,340,0.0009433,18.03.2020,5-60,1 45388U 20019AE  20093.66668981 -.00041254  00000-0 -27378-3 0  9992,2 45388  52.9993 180.4784 0009433 103.8608 257.0121 15.74520928  3042
2020-019AF,45389,STARLINK-1283,89.95,53.0,285,258,0.0020397,18.03.2020,5-60,1 45389U 20019AF  20093.66668981  .00395654  78725-4  70222-3 0  9996,2 45389  52.9967 178.8041 0020397 101.0509 339.9154 16.00917903  3064
2020-019AG,45390,STARLINK-1284,91.41,53.0,352,336,0.0011955,18.03.2020,5-60,1 45390U 20019AG  20093.50001157 -.00027908  00000-0 -17677-3 0  9995,2 45390  52.9994 181.2733 0011955 100.9555  51.7198 15.75326718  3023
2020-019AH,45391,STARLINK-1289,91.45,53.0,353,338,0.0010691,18.03.2020,5-60,1 45391U 20019AH  20093.66668981 -.00034255  00000-0 -22429-3 0  9991,2 45391  53.0027 180.4566 0010691 106.7741 262.7772 15.74714738  2769
2020-019AJ,45392,STARLINK-1290,91.46,53.0,353,340,0.0009927,18.03.2020,5-60,1 45392U 20019AJ  20093.66668981 -.00049183  00000-0 -32910-3 0  9994,2 45392  53.0017 180.4837 0009927 106.7927 249.3591 15.74404298  2763
2020-019AK,45393,STARLINK-1291,91.41,53.0,352,335,0.0012778,18.03.2020,5-60,1 45393U 20019AK  20093.66668981  .00009620  00000-0  66459-4 0  9991,2 45393  53.0030 180.4117 0012778 105.4352 285.9385 15.75304842  2791
2020-019AL,45394,STARLINK-1292,91.44,53.0,353,337,0.0011917,18.03.2020,5-60,1 45394U 20019AL  20093.66668981 -.00027485  00000-0 -17751-3 0  9993,2 45394  53.0028 180.4485 0011917 105.5169 268.2020 15.74876861  2770
2020-019AM,45395,STARLINK-1297,91.46,53.0,353,339,0.0010807,18.03.2020,5-60,1 45395U 20019AM  20093.58334491 -.00111091  00000-0 -75005-3 0  9994,2 45395  52.9974 180.9053 0010807 102.7399 138.2846 15.74517299  2786
2020-019AN,45396,STARLINK-1303,91.45,53.0,353,338,0.0011442,18.03.2020,5-60,1 45396U 20019AN  20093.66668981 -.00036207  00000-0 -23746-3 0  9998,2 45396  53.0027 180.4627 0011442 105.8828 261.2237 15.74692376  2755
2020-019AP,45397,STARLINK-1307,91.46,53.0,349,343,0.00044669999999999996,18.03.2020,5-60,1 45397U 20019AP  20093.66668981 -.00042897  00000-0 -28666-3 0  9997,2 45397  53.0011 180.4790 0004467 114.1776 244.3461 15.74438905  2863
2020-019AQ,45398,STARLINK-1312,91.46,53.0,348,345,0.00021840000000000002,18.03.2020,5-60,1 45398U 20019AQ  20093.66668981 -.00030421  00000-0 -20151-3 0  9999,2 45398  53.0026 180.4626 0002184 128.5255 239.0062 15.74479683  2791
2020-019AR,45399,STARLINK-1255,91.52,53.0,357,342,0.00112,18.03.2020,5-60,1 45399U 20019AR  20093.66668981 -.00091309  00000-0 -64513-3 0  9992,2 45399  53.0022 180.6687 0011200 105.9945 161.6185 15.73381522  2846
2020-019AS,45400,STARLINK-1213,91.42,53.0,352,336,0.0012155999999999998,18.03.2020,5-60,1 45400U 20019AS  20093.66668981 -.00005884  00000-0 -34061-4 0  9994,2 45400  53.0028 180.4235 0012156 105.9123 279.9708 15.75148626  2775
2020-019AT,45401,STARLINK-1256,91.39,53.0,352,334,0.0013655,18.03.2020,5-60,1 45401U 20019AT  20093.41667824  .00495280  00000-0  29789-2 0  9993,2 45401  52.9982 181.6686 0013655 101.7674 307.7469 15.75684517  2819
2020-019AU,45402,STARLINK-1257,91.41,53.0,351,336,0.0011300999999999998,18.03.2020,5-60,1 45402U 20019AU  20093.66668981  .00010823  00000-0  74427-4 0  9993,2 45402  53.0029 180.4129 0011301 106.0405 284.4883 15.75260971  2847
2020-019AV,45403,STARLINK-1259,91.42,53.0,352,336,0.0012456,18.03.2020,5-60,1 45403U 20019AV  20093.58334491 -.00117230  00000-0 -76804-3 0  9993,2 45403  52.9997 180.8519 0012456 102.3114 166.0046 15.75197385  2838
2020-019AW,45404,STARLINK-1260,91.44,53.0,353,337,0.0011535,18.03.2020,5-60,1 45404U 20019AW  20093.66668981 -.00026649  00000-0 -17233-3 0  9991,2 45404  53.0027 180.4502 0011535 105.3548 267.2107 15.74835895  2762
2020-019AX,45405,STARLINK-1263,91.4,53.0,353,333,0.0014289,18.03.2020,5-60,1 45405U 20019AX  20093.41667824  .00498598  00000-0  30123-2 0  9996,2 45405  53.0000 181.6795 0014289 101.6139 303.0249 15.75562399  2724
2020-019AY,45406,STARLINK-1265,91.43,53.0,353,337,0.0011792,18.03.2020,5-60,1 45406U 20019AY  20093.66668981 -.00018671  00000-0 -11865-3 0  9994,2 45406  53.0026 180.4382 0011792 105.7715 271.4070 15.74959013  2758
2020-019AZ,45407,STARLINK-1275,91.42,53.0,353,336,0.0012319000000000002,18.03.2020,5-60,1 45407U 20019AZ  20093.50001157 -.00019442  00000-0 -12289-3 0  9992,2 45407  52.9977 181.2934 0012319 102.1683  40.3974 15.75104290  2739
2020-019BA,45408,STARLINK-1278,91.46,53.0,353,339,0.0010595000000000001,18.03.2020,5-60,1 45408U 20019BA  20093.66668981 -.00045705  00000-0 -30400-3 0  9990,2 45408  53.0016 180.4752 0010595 106.2559 252.9444 15.74497882  2763
2020-019BB,45409,STARLINK-1282,91.42,53.0,353,336,0.001317,18.03.2020,5-60,1 45409U 20019BB  20093.41667824  .00338222  00000-0  21286-2 0  9997,2 45409  52.9982 181.7184 0013170 101.9691 283.0955 15.75083954  2728
2020-019BC,45410,STARLINK-1285,91.43,53.0,353,337,0.0011992,18.03.2020,5-60,1 45410U 20019BC  20093.66668981 -.00018655  00000-0 -11834-3 0  9997,2 45410  53.0019 180.4072 0011992 105.9216 273.3377 15.74993788  2759
2020-019BD,45411,STARLINK-1293,91.46,53.0,354,339,0.0010673,18.03.2020,5-60,1 45411U 20019BD  20093.66668981 -.00050551  00000-0 -33834-3 0  9993,2 45411  53.0017 180.4866 0010673 106.1668 248.7211 15.74397959  2771
2020-019BE,45412,STARLINK-1296,91.43,53.0,353,337,0.0011923,18.03.2020,5-60,1 45412U 20019BE  20093.66668981 -.00025011  00000-0 -16095-3 0  9997,2 45412  53.0022 180.4474 0011923 105.8732 268.7387 15.74897343  2756
2020-019BF,45413,STARLINK-1298,91.46,53.0,354,339,0.0011394,18.03.2020,5-60,1 45413U 20019BF  20093.66668981 -.00049039  00000-0 -32708-3 0  9993,2 45413  53.0018 180.4827 0011394 106.2899 250.5312 15.74451611  2846
2020-019BG,45414,STARLINK-1309,91.45,53.0,353,338,0.0011515999999999998,18.03.2020,5-60,1 45414U 20019BG  20093.66668981 -.00037280  00000-0 -24498-3 0  9996,2 45414  53.0018 180.4631 0011516 106.1367 259.7631 15.74660838  2775
2020-019BH,45415,STARLINK-1316,91.41,53.0,352,336,0.0012119000000000001,18.03.2020,5-60,1 45415U 20019BH  20093.66668981  .00010009  00000-0  68890-4 0  9990,2 45415  53.0029 180.4082 0012119 105.3667 287.4173 15.75340567  2787
2020-019BJ,45416,STARLINK-1318,91.44,53.0,352,338,0.0010341,18.03.2020,5-60,1 45416U 20019BJ  20093.66668981 -.00029728  00000-0 -19344-3 0  9990,2 45416  52.9989 180.4560 0010341 103.5838 266.9660 15.74782847  2779
2020-019BK,45417,STARLINK-1286,91.82,53.0,364,363,0.00011159999999999999,18.03.2020,5-60,1 45417U 20019BK  20093.66668981  .00007438  00000-0  69858-4 0  9999,2 45417  52.9991 181.0274 0001116  53.9150  41.8987 15.68369260  3043
2020-019BL,45418,STARLINK-1299,91.44,53.0,354,336,0.0013564999999999998,18.03.2020,5-60,1 45418U 20019BL  20093.41667824  .00254794  00000-0  16398-2 0  9996,2 45418  52.9979 181.7456 0013565 101.5365 270.3589 15.74798944  2743
2020-019BM,45419,STARLINK-1308,91.81,53.0,364,362,0.00013000000000000002,18.03.2020,5-60,1 45419U 20019BM  20093.58334491 -.00077174  00000-0 -67148-3 0  9993,2 45419  52.9981 181.4912 0001300 124.4704 197.3069 15.68472593  2761
